76561198144694600, 4947, 151, 150
76561198341827385, 3207, 107, 106
76561198142223886, 4518, 310, 307
76561198149615780, 3016, 188, 186
76561198286439227, 3145, 82, 81
76561198051703275, 5231, 137, 135
76561198366133921, 3046, 62, 61
76561198163553280, 3000, 59, 58
76561198883641827, 3038, 54, 53
76561198385575610, 3000, 53, 52
76561198197459403, 3107, 157, 154
76561199068723830, 3000, 99, 97
76561198203251633, 3023, 81, 79
76561198024783890, 4947, 155, 151
76561199005426288, 3000, 132, 128
76561198332480630, 3000, 160, 155
76561198044782161, 3036, 59, 57
76561198981185879, 3332, 55, 53
76561199200556350, 3043, 95, 91
76561198885910372, 3299, 63, 60
76561198096360177, 2859, 1117, 1063
76561198177587741, 3000, 61, 58
76561198198266643, 3292, 61, 58
76561198876616989, 3359, 81, 77
76561198396639585, 3278, 59, 56
76561198255805640, 3666, 228, 216
76561198309753957, 3000, 74, 70
76561198113665692, 3023, 144, 136
76561198156260081, 3757, 72, 68
76561198067944918, 3023, 53, 50
76561198194328533, 3085, 364, 343
76561198168595427, 3699, 121, 114
76561198247312828, 4387, 69, 65
76561198081153592, 5203, 394, 371
76561198214700137, 2903, 198, 186
76561198127607988, 6843, 230, 216
76561198133803422, 3000, 64, 60
76561198296602385, 3521, 112, 105
76561198333908837, 3148, 80, 75
76561199227571499, 3006, 63, 59
76561198132469191, 2898, 157, 147
76561198305864927, 3000, 61, 57
76561199481168984, 2910, 61, 57
76561198374547896, 4490, 74, 69
76561198854894477, 3000, 72, 67
76561199512991549, 3000, 228, 212
76561199130955116, 3170, 85, 79
76561198823443982, 3501, 56, 52
76561199550655926, 3000, 70, 65
76561198154756042, 3250, 250, 232
76561198223649448, 3000, 69, 64
76561198246794764, 4156, 55, 51
76561198129143295, 3000, 177, 164
76561198066524780, 3831, 335, 310
76561198096636492, 3000, 195, 180
76561198052591400, 3082, 179, 165
76561198154250715, 3050, 801, 738
76561198264343672, 33920, 1151, 1060
76561198316484345, 3023, 126, 116
76561198999538400, 3028, 162, 149
76561198287024273, 3161, 98, 90
76561198082663686, 3312, 61, 56
76561198132356707, 3000, 105, 96
76561198163813443, 3023, 81, 74
76561198048938014, 3000, 57, 52
76561198363008353, 3605, 57, 52
76561198154110276, 3023, 56, 51
76561198074212685, 3020, 100, 91
76561198220699132, 3069, 133, 121
76561198196883669, 3313, 863, 785
76561198141019283, 2870, 77, 70
76561198072546269, 3541, 108, 98
76561198262182033, 3046, 75, 68
76561198254414696, 3023, 64, 58
76561198129004184, 3000, 489, 442
76561198098735883, 3525, 114, 103
76561198414553021, 31361, 1145, 1034
76561198211263751, 3023, 72, 65
76561198045354524, 3309, 120, 108
76561198079986536, 3108, 60, 54
76561199485420474, 3513, 60, 54
76561198153482691, 3775, 69, 62
76561198992657305, 3138, 59, 53
76561198290022576, 3000, 765, 687
76561198322491467, 3125, 58, 52
76561199563315026, 3602, 174, 156
76561198061483500, 3000, 67, 60
76561198014747040, 3000, 706, 632
76561198055006135, 3030, 56, 50
76561198996601874, 3000, 74, 66
76561198128076908, 3023, 64, 57
76561198324638676, 3074, 738, 657
76561198124444835, 2985, 91, 81
76561199515713794, 3000, 308, 274
76561198056520122, 3000, 62, 55
76561198164358005, 3021, 62, 55
76561198336586933, 3023, 184, 163
76561198152368187, 3687, 140, 124
76561199225214304, 4452, 218, 193
76561199013320289, 3413, 61, 54
